Tempo (0.100 seg);PV;SP;MV
1963.90;59.71;60.00;41.92
1964.00;60.51;60.00;41.25
1964.10;60.77;60.00;41.03
1964.20;59.14;60.00;42.39
1964.30;61.10;60.00;40.75
1964.40;60.37;60.00;41.35
1964.50;60.20;60.00;41.49
1964.60;59.95;60.00;41.71
1964.70;61.09;60.00;40.75
1964.80;59.00;60.00;42.50
1964.90;59.23;60.00;42.31
1965.00;60.43;60.00;41.31
1965.10;61.06;60.00;40.77
1965.20;59.16;60.00;42.37
1965.30;59.63;60.00;41.97
1965.40;61.04;60.00;40.79
1965.50;58.93;60.00;42.56
1965.60;60.13;60.00;41.56
1965.70;58.86;60.00;42.63
1965.80;60.71;60.00;41.08
1965.90;60.03;60.00;41.64
1966.00;60.67;60.00;41.11
1966.10;59.16;60.00;42.38
1966.20;59.77;60.00;41.87
1966.30;59.33;60.00;42.24
1966.40;60.89;60.00;40.93
1966.50;60.06;60.00;41.63
1966.60;59.58;60.00;42.02
1966.70;59.74;60.00;41.89
1966.80;60.71;60.00;41.08
1966.90;60.61;60.00;41.16
1967.00;61.08;60.00;40.76
1967.10;59.55;60.00;42.04
1967.20;59.70;60.00;41.92
1967.30;59.42;60.00;42.16
1967.40;59.80;60.00;41.84
1967.50;58.97;60.00;42.54
1967.60;60.57;60.00;41.20
1967.70;59.52;60.00;42.07
1967.80;59.17;60.00;42.37
1967.90;59.84;60.00;41.82
1968.00;59.80;60.00;41.85
1968.10;59.21;60.00;42.35
1968.20;61.14;60.00;40.73
1968.30;60.66;60.00;41.13
1968.40;61.04;60.00;40.81
1968.50;59.58;60.00;42.02
1968.60;60.42;60.00;41.32
1968.70;61.16;60.00;40.69
1968.80;61.04;60.00;40.78
1968.90;60.31;60.00;41.39
1969.00;59.34;60.00;42.21
1969.10;60.00;60.00;41.66
1969.20;61.07;60.00;40.76
1969.30;60.39;60.00;41.32
1969.40;60.14;60.00;41.52
1969.50;59.84;60.00;41.78
1969.60;60.42;60.00;41.29
1969.70;59.11;60.00;42.39
1969.80;61.01;60.00;40.80
1969.90;60.55;60.00;41.17
1970.00;60.96;60.00;40.83
1970.10;59.53;60.00;42.02
1970.20;60.55;60.00;41.16
1970.30;59.70;60.00;41.87
1970.40;60.81;60.00;40.94
1970.50;59.97;60.00;41.65
1970.60;58.90;60.00;42.55
1970.70;60.38;60.00;41.31
1970.80;59.15;60.00;42.34
1970.90;60.15;60.00;41.50
1971.00;60.08;60.00;41.57
1971.10;60.04;60.00;41.60
1971.20;59.91;60.00;41.71
1971.30;60.39;60.00;41.31
1971.40;59.06;60.00;42.42
1971.50;58.70;60.00;42.73
1971.60;60.06;60.00;41.60
1971.70;60.75;60.00;41.02
1971.80;58.88;60.00;42.59
1971.90;60.00;60.00;41.65
1972.00;60.76;60.00;41.01
1972.10;60.47;60.00;41.25
1972.20;60.27;60.00;41.41
1972.30;60.55;60.00;41.18
1972.40;60.78;60.00;40.98
1972.50;60.65;60.00;41.08
1972.60;59.74;60.00;41.84
1972.70;58.70;60.00;42.72
1972.80;59.84;60.00;41.77
1972.90;59.00;60.00;42.48
1973.00;59.16;60.00;42.36
1973.10;59.66;60.00;41.94
1973.20;59.12;60.00;42.40
1973.30;60.09;60.00;41.58
1973.40;60.89;60.00;40.91
1973.50;60.57;60.00;41.17
1973.60;59.49;60.00;42.08
1973.70;59.42;60.00;42.14
1973.80;59.83;60.00;41.80
1973.90;59.94;60.00;41.71
1974.00;59.84;60.00;41.80
1974.10;58.96;60.00;42.54
1974.20;59.33;60.00;42.23
1974.30;59.17;60.00;42.37
1974.40;60.22;60.00;41.50
1974.50;59.09;60.00;42.44
1974.60;60.21;60.00;41.51
1974.70;59.20;60.00;42.36
1974.80;59.72;60.00;41.93
1974.90;60.95;60.00;40.90
1975.00;61.28;60.00;40.61
1975.10;60.03;60.00;41.65
1975.20;60.82;60.00;40.99
1975.30;59.68;60.00;41.94
1975.40;59.26;60.00;42.29
1975.50;61.07;60.00;40.78
1975.60;61.36;60.00;40.53
1975.70;60.18;60.00;41.51
1975.80;60.35;60.00;41.36
1975.90;59.79;60.00;41.83
1976.00;60.47;60.00;41.26
1976.10;59.99;60.00;41.66
1976.20;60.21;60.00;41.48
1976.30;60.91;60.00;40.88
1976.40;59.35;60.00;42.19
1976.50;59.38;60.00;42.17
1976.60;59.40;60.00;42.15
1976.70;59.73;60.00;41.88
1976.80;59.10;60.00;42.42
1976.90;60.11;60.00;41.58
1977.00;59.24;60.00;42.31
1977.10;59.88;60.00;41.77
1977.20;60.43;60.00;41.31
1977.30;60.10;60.00;41.59
1977.40;59.50;60.00;42.09
1977.50;60.65;60.00;41.12
1977.60;60.67;60.00;41.10
1977.70;60.95;60.00;40.86
1977.80;60.51;60.00;41.23
1977.90;59.35;60.00;42.20
1978.00;59.75;60.00;41.87
1978.10;59.26;60.00;42.28
1978.20;59.99;60.00;41.67
1978.30;59.31;60.00;42.25
1978.40;61.07;60.00;40.77
1978.50;60.50;60.00;41.24
1978.60;59.13;60.00;42.39
1978.70;59.54;60.00;42.05
1978.80;60.00;60.00;41.67
1978.90;59.98;60.00;41.68
1979.00;61.03;60.00;40.80
1979.10;59.45;60.00;42.12
1979.20;60.57;60.00;41.18
1979.30;60.48;60.00;41.26
1979.40;58.88;60.00;42.60
1979.50;59.37;60.00;42.19
1979.60;60.49;60.00;41.25
1979.70;59.45;60.00;42.13
1979.80;59.86;60.00;41.79
1979.90;59.62;60.00;41.99
1980.00;59.85;60.00;41.80
1980.10;60.99;60.00;40.85
1980.20;60.59;60.00;41.17
1980.30;60.28;60.00;41.42
1980.40;59.72;60.00;41.90
1980.50;59.85;60.00;41.79
1980.60;60.48;60.00;41.26
1980.70;59.27;60.00;42.27
1980.80;60.23;60.00;41.48
1980.90;59.59;60.00;42.01
1981.00;60.18;60.00;41.51
1981.10;60.76;60.00;41.03
1981.20;60.67;60.00;41.09
1981.30;60.49;60.00;41.24
1981.40;59.76;60.00;41.85
1981.50;60.45;60.00;41.28
1981.60;59.24;60.00;42.29
1981.70;60.14;60.00;41.54
1981.80;61.05;60.00;40.77
1981.90;60.27;60.00;41.42
1982.00;59.27;60.00;42.26
1982.10;59.46;60.00;42.10
1982.20;59.98;60.00;41.67
1982.30;59.92;60.00;41.72
1982.40;60.88;60.00;40.91
1982.50;60.13;60.00;41.54
1982.60;60.20;60.00;41.48
1982.70;61.07;60.00;40.74
1982.80;59.25;60.00;42.27
1982.90;59.06;60.00;42.44
1983.00;60.72;60.00;41.04
1983.10;59.42;60.00;42.13
1983.20;59.61;60.00;41.98
1983.30;59.31;60.00;42.23
1983.40;60.88;60.00;40.92
1983.50;60.45;60.00;41.27
1983.60;59.09;60.00;42.41
1983.70;59.23;60.00;42.30
1983.80;60.33;60.00;41.38
1983.90;60.29;60.00;41.41
1984.00;60.21;60.00;41.48
1984.10;60.27;60.00;41.42
1984.20;60.75;60.00;41.02
1984.30;60.15;60.00;41.52
1984.40;60.68;60.00;41.07
1984.50;59.06;60.00;42.42
1984.60;59.97;60.00;41.67
1984.70;60.00;60.00;41.65
1984.80;60.37;60.00;41.34
1984.90;60.46;60.00;41.25
1985.00;60.10;60.00;41.56
1985.10;60.50;60.00;41.22
1985.20;60.68;60.00;41.07
1985.30;59.17;60.00;42.32
1985.40;59.92;60.00;41.70
1985.50;60.76;60.00;41.00
1985.60;60.94;60.00;40.84
1985.70;59.98;60.00;41.64
1985.80;60.19;60.00;41.46
1985.90;59.79;60.00;41.80
1986.00;60.37;60.00;41.31
1986.10;59.46;60.00;42.07
1986.20;59.27;60.00;42.24
1986.30;59.49;60.00;42.06
1986.40;60.42;60.00;41.28
1986.50;60.76;60.00;40.99
1986.60;60.28;60.00;41.39
1986.70;60.03;60.00;41.60
1986.80;58.81;60.00;42.62
1986.90;58.83;60.00;42.62
1987.00;59.24;60.00;42.28
1987.10;60.16;60.00;41.52
1987.20;59.27;60.00;42.26
1987.30;59.36;60.00;42.19
1987.40;60.86;60.00;40.93
1987.50;59.96;60.00;41.69
1987.60;58.71;60.00;42.74
1987.70;59.51;60.00;42.07
1987.80;59.84;60.00;41.80
1987.90;59.16;60.00;42.37
1988.00;59.69;60.00;41.94
1988.10;59.99;60.00;41.69
1988.20;59.32;60.00;42.24
1988.30;60.17;60.00;41.54
1988.40;60.20;60.00;41.51
1988.50;60.42;60.00;41.32
1988.60;59.67;60.00;41.96
1988.70;59.43;60.00;42.16
1988.80;59.35;60.00;42.23
1988.90;59.81;60.00;41.85
1989.00;59.70;60.00;41.95
1989.10;59.67;60.00;41.97
1989.20;61.01;60.00;40.85
1989.30;61.01;60.00;40.84
1989.40;60.82;60.00;40.98
1989.50;60.33;60.00;41.39
1989.60;60.86;60.00;40.95
1989.70;59.17;60.00;42.36
1989.80;59.62;60.00;41.99
1989.90;60.83;60.00;40.97
1990.00;59.23;60.00;42.31
1990.10;59.92;60.00;41.74
1990.20;60.57;60.00;41.19
1990.30;59.40;60.00;42.17
1990.40;60.91;60.00;40.90
1990.50;59.92;60.00;41.73
1990.60;59.37;60.00;42.20
1990.70;60.65;60.00;41.12
1990.80;61.08;60.00;40.75
1990.90;59.94;60.00;41.70
1991.00;60.80;60.00;40.99
1991.10;60.49;60.00;41.24
1991.20;60.98;60.00;40.82
1991.30;59.55;60.00;42.01
1991.40;59.69;60.00;41.90
1991.50;59.70;60.00;41.90
1991.60;60.77;60.00;41.00
1991.70;60.76;60.00;41.00
1991.80;59.35;60.00;42.18
1991.90;59.25;60.00;42.27
1992.00;59.05;60.00;42.44
1992.10;60.57;60.00;41.17
1992.20;60.37;60.00;41.34
1992.30;59.45;60.00;42.11
1992.40;59.07;60.00;42.43
1992.50;60.19;60.00;41.50
1992.60;60.18;60.00;41.51
1992.70;59.71;60.00;41.90
1992.80;60.97;60.00;40.84
1992.90;58.86;60.00;42.61
1993.00;60.38;60.00;41.34
1993.10;59.83;60.00;41.80
1993.20;58.96;60.00;42.53
1993.30;58.81;60.00;42.66
1993.40;59.83;60.00;41.82
1993.50;60.11;60.00;41.58
1993.60;60.30;60.00;41.42
1993.70;59.53;60.00;42.07
1993.80;59.89;60.00;41.77
1993.90;60.59;60.00;41.18
1994.00;58.92;60.00;42.59
1994.10;60.58;60.00;41.20
1994.20;60.28;60.00;41.44
1994.30;59.08;60.00;42.45
1994.40;59.35;60.00;42.23
1994.50;60.93;60.00;40.91
1994.60;59.73;60.00;41.91
1994.70;60.16;60.00;41.55
1994.80;60.22;60.00;41.49
1994.90;59.67;60.00;41.96
1995.00;59.33;60.00;42.25
1995.10;59.23;60.00;42.34
1995.20;59.46;60.00;42.15
1995.30;60.51;60.00;41.27
1995.40;61.20;60.00;40.68
1995.50;59.01;60.00;42.52
1995.60;59.55;60.00;42.07
1995.70;60.74;60.00;41.07
1995.80;60.08;60.00;41.63
1995.90;61.06;60.00;40.79
1996.00;61.05;60.00;40.80
1996.10;60.84;60.00;40.97
1996.20;59.00;60.00;42.51
1996.30;60.94;60.00;40.88
1996.40;60.95;60.00;40.86
1996.50;60.89;60.00;40.91
1996.60;61.23;60.00;40.61
1996.70;59.21;60.00;42.31
1996.80;60.88;60.00;40.90
1996.90;60.89;60.00;40.89
1997.00;59.94;60.00;41.69
1997.10;59.41;60.00;42.13
1997.20;61.06;60.00;40.75
1997.30;60.02;60.00;41.62
1997.40;59.17;60.00;42.33
1997.50;60.14;60.00;41.52
1997.60;59.14;60.00;42.36
1997.70;59.53;60.00;42.03
1997.80;59.03;60.00;42.46
1997.90;60.49;60.00;41.24
1998.00;58.87;60.00;42.60
1998.10;60.62;60.00;41.13
1998.20;60.28;60.00;41.42
1998.30;59.05;60.00;42.45
1998.40;60.61;60.00;41.15
1998.50;59.89;60.00;41.75
1998.60;60.66;60.00;41.10
1998.70;59.36;60.00;42.18
1998.80;60.41;60.00;41.31
1998.90;60.24;60.00;41.45
1999.00;59.93;60.00;41.71
1999.10;60.52;60.00;41.22
1999.20;60.55;60.00;41.18
1999.30;59.70;60.00;41.90
1999.40;59.78;60.00;41.83
1999.50;59.53;60.00;42.04
1999.60;60.25;60.00;41.44
1999.70;60.88;60.00;40.91
1999.80;58.85;60.00;42.60
1999.90;59.00;60.00;42.49
2000.00;59.13;60.00;42.39
2000.10;59.08;60.00;42.44
2000.20;59.82;60.00;41.82
2000.30;60.41;60.00;41.33
2000.40;59.20;60.00;42.34
2000.50;61.12;60.00;40.74
2000.60;60.30;60.00;41.41
2000.70;59.29;60.00;42.26
2000.80;60.41;60.00;41.33
2000.90;60.50;60.00;41.25
2001.00;59.00;60.00;42.51
2001.10;59.15;60.00;42.38
2001.20;59.26;60.00;42.30
2001.30;60.09;60.00;41.61
2001.40;60.08;60.00;41.62
2001.50;61.00;60.00;40.84
2001.60;60.33;60.00;41.40
2001.70;60.90;60.00;40.91
2001.80;59.35;60.00;42.21
2001.90;59.68;60.00;41.94
2002.00;59.72;60.00;41.91
2002.10;59.92;60.00;41.74
2002.20;59.79;60.00;41.85
2002.30;61.22;60.00;40.65
2002.40;60.30;60.00;41.42
2002.50;59.43;60.00;42.14
2002.60;59.02;60.00;42.50
2002.70;59.02;60.00;42.51
2002.80;59.11;60.00;42.43
2002.90;60.31;60.00;41.44
2003.00;60.62;60.00;41.17
2003.10;59.69;60.00;41.95
2003.20;60.74;60.00;41.07
2003.30;58.94;60.00;42.58
2003.40;58.96;60.00;42.56
2003.50;60.25;60.00;41.49
2003.60;58.96;60.00;42.57
2003.70;60.67;60.00;41.15
2003.80;59.69;60.00;41.97
2003.90;60.92;60.00;40.93
2004.00;60.81;60.00;41.01
2004.10;60.06;60.00;41.64
2004.20;59.41;60.00;42.18
2004.30;60.20;60.00;41.52
2004.40;61.29;60.00;40.61
2004.50;60.58;60.00;41.20
2004.60;61.34;60.00;40.54
2004.70;59.29;60.00;42.26
2004.80;60.71;60.00;41.08
2004.90;59.89;60.00;41.76
2005.00;59.38;60.00;42.19
2005.10;59.07;60.00;42.45
2005.20;59.79;60.00;41.85
2005.30;59.61;60.00;42.01
2005.40;59.63;60.00;42.00
2005.50;59.58;60.00;42.04
2005.60;60.85;60.00;40.98
2005.70;60.62;60.00;41.16
2005.80;60.09;60.00;41.60
2005.90;59.68;60.00;41.95
2006.00;60.66;60.00;41.12
2006.10;60.94;60.00;40.88
2006.20;60.37;60.00;41.36
2006.30;59.11;60.00;42.41
2006.40;59.07;60.00;42.45
2006.50;60.88;60.00;40.94
2006.60;60.70;60.00;41.09
2006.70;60.80;60.00;41.00
2006.80;59.37;60.00;42.19
2006.90;58.90;60.00;42.59
2007.00;60.19;60.00;41.51
2007.10;59.03;60.00;42.49
2007.20;60.62;60.00;41.16
2007.30;59.64;60.00;41.98
2007.40;61.05;60.00;40.79
2007.50;58.86;60.00;42.63
2007.60;60.62;60.00;41.16
2007.70;60.33;60.00;41.40
2007.80;59.72;60.00;41.91
2007.90;59.64;60.00;41.98
2008.00;60.43;60.00;41.31
2008.10;59.04;60.00;42.48
2008.20;60.97;60.00;40.86
2008.30;60.33;60.00;41.39
2008.40;60.53;60.00;41.23
2008.50;60.68;60.00;41.09
2008.60;59.85;60.00;41.78
2008.70;60.20;60.00;41.49
2008.80;60.80;60.00;40.99
2008.90;59.15;60.00;42.37
2009.00;60.89;60.00;40.91
2009.10;59.62;60.00;41.97
2009.20;60.44;60.00;41.28
2009.30;60.55;60.00;41.19
2009.40;59.30;60.00;42.24
2009.50;60.84;60.00;40.95
2009.60;58.83;60.00;42.63
2009.70;60.76;60.00;41.02
2009.80;60.02;60.00;41.63
2009.90;60.79;60.00;40.98
2010.00;59.92;60.00;41.71
2010.10;59.76;60.00;41.85
2010.20;59.95;60.00;41.68
2010.30;60.12;60.00;41.55
2010.40;59.61;60.00;41.97
2010.50;58.83;60.00;42.63
2010.60;60.55;60.00;41.20
2010.70;58.71;60.00;42.74
2010.80;58.75;60.00;42.72
2010.90;58.85;60.00;42.64
2011.00;60.51;60.00;41.26
2011.10;60.41;60.00;41.34
2011.20;60.26;60.00;41.46
2011.30;59.52;60.00;42.08
2011.40;60.50;60.00;41.26
2011.50;59.96;60.00;41.71
2011.60;60.96;60.00;40.86
2011.70;59.35;60.00;42.22
2011.80;60.10;60.00;41.59
2011.90;59.54;60.00;42.06
2012.00;59.69;60.00;41.93
2012.10;61.07;60.00;40.78
2012.20;59.14;60.00;42.39
2012.30;59.65;60.00;41.97
2012.40;60.31;60.00;41.42
2012.50;58.85;60.00;42.64
2012.60;61.11;60.00;40.75
2012.70;60.46;60.00;41.29
2012.80;59.82;60.00;41.82
2012.90;59.75;60.00;41.88
2013.00;59.22;60.00;42.33
2013.10;58.99;60.00;42.54
2013.20;60.01;60.00;41.68
2013.30;60.19;60.00;41.53
2013.40;60.36;60.00;41.38
2013.50;58.98;60.00;42.55
2013.60;59.35;60.00;42.24
2013.70;59.31;60.00;42.28
2013.80;60.70;60.00;41.12
2013.90;60.08;60.00;41.63
2014.00;59.04;60.00;42.50
2014.10;61.09;60.00;40.79
2014.20;59.17;60.00;42.40
2014.30;59.67;60.00;41.99
2014.40;61.21;60.00;40.69
2014.50;60.30;60.00;41.44
2014.60;60.94;60.00;40.91
2014.70;60.18;60.00;41.53
2014.80;59.57;60.00;42.05
2014.90;60.51;60.00;41.26
2015.00;61.20;60.00;40.67
2015.10;60.57;60.00;41.19
2015.20;60.83;60.00;40.98
2015.30;59.22;60.00;42.32
2015.40;59.79;60.00;41.85
2015.50;60.33;60.00;41.39
2015.60;60.03;60.00;41.64
2015.70;60.13;60.00;41.56
2015.80;60.86;60.00;40.94
2015.90;59.63;60.00;41.97
2016.00;61.07;60.00;40.76
2016.10;59.84;60.00;41.79
2016.20;60.23;60.00;41.46
2016.30;60.10;60.00;41.57
2016.40;60.74;60.00;41.03
2016.50;59.16;60.00;42.35
2016.60;60.91;60.00;40.89
2016.70;59.11;60.00;42.39
2016.80;61.02;60.00;40.80
2016.90;60.80;60.00;40.97
2017.00;59.44;60.00;42.11
2017.10;59.32;60.00;42.22
2017.20;59.50;60.00;42.07
2017.30;60.69;60.00;41.07
2017.40;60.68;60.00;41.07
2017.50;59.73;60.00;41.87
2017.60;60.84;60.00;40.94
2017.70;59.21;60.00;42.30
2017.80;60.86;60.00;40.92
2017.90;59.46;60.00;42.09
2018.00;59.03;60.00;42.46
2018.10;58.76;60.00;42.69
2018.20;58.92;60.00;42.57
2018.30;59.93;60.00;41.73
2018.40;59.93;60.00;41.73
2018.50;59.66;60.00;41.95
2018.60;60.37;60.00;41.36
2018.70;60.54;60.00;41.22
2018.80;60.30;60.00;41.41
2018.90;59.32;60.00;42.23
2019.00;59.01;60.00;42.50
2019.10;59.98;60.00;41.70
2019.20;59.80;60.00;41.84
2019.30;59.12;60.00;42.42
2019.40;58.84;60.00;42.66
2019.50;60.47;60.00;41.30
2019.60;60.63;60.00;41.16
2019.70;61.18;60.00;40.69
2019.80;61.02;60.00;40.82
2019.90;60.12;60.00;41.57
2020.00;60.53;60.00;41.22
2020.10;60.22;60.00;41.48
2020.20;58.97;60.00;42.53
2020.30;61.01;60.00;40.82
2020.40;59.71;60.00;41.90
2020.50;60.53;60.00;41.22
2020.60;60.50;60.00;41.24
2020.70;60.66;60.00;41.10
2020.80;59.90;60.00;41.73
2020.90;59.36;60.00;42.19
2021.00;61.08;60.00;40.74
2021.10;60.14;60.00;41.53
2021.20;59.85;60.00;41.77
2021.30;60.81;60.00;40.97
2021.40;60.20;60.00;41.47
2021.50;61.09;60.00;40.72
2021.60;58.82;60.00;42.62
2021.70;60.87;60.00;40.91
2021.80;59.41;60.00;42.12
2021.90;61.08;60.00;40.73
2022.00;60.04;60.00;41.59
2022.10;59.67;60.00;41.91
2022.20;59.34;60.00;42.19
2022.30;58.86;60.00;42.59
2022.40;61.07;60.00;40.75
2022.50;60.86;60.00;40.91
2022.60;59.07;60.00;42.41
2022.70;60.67;60.00;41.07
2022.80;59.71;60.00;41.88
2022.90;59.94;60.00;41.68
2023.00;60.34;60.00;41.35
2023.10;59.02;60.00;42.46
2023.20;58.92;60.00;42.55
2023.30;59.39;60.00;42.16
2023.40;60.12;60.00;41.55
2023.50;59.01;60.00;42.49
2023.60;60.49;60.00;41.25
2023.70;59.39;60.00;42.17
2023.80;60.99;60.00;40.83
2023.90;61.06;60.00;40.76
2024.00;59.48;60.00;42.08
2024.10;60.14;60.00;41.53
2024.20;60.49;60.00;41.23
2024.30;59.94;60.00;41.69
2024.40;61.01;60.00;40.80
2024.50;58.76;60.00;42.68
2024.60;60.42;60.00;41.30
2024.70;60.08;60.00;41.58
2024.80;59.27;60.00;42.25
2024.90;60.34;60.00;41.36
2025.00;60.19;60.00;41.49
2025.10;59.42;60.00;42.13
2025.20;60.81;60.00;40.97
2025.30;59.68;60.00;41.91
2025.40;60.55;60.00;41.18
2025.50;59.11;60.00;42.39
2025.60;60.23;60.00;41.45
2025.70;60.94;60.00;40.86
2025.80;60.71;60.00;41.04
2025.90;60.67;60.00;41.06
2026.00;59.99;60.00;41.63
2026.10;60.77;60.00;40.98
2026.20;61.06;60.00;40.73
2026.30;60.97;60.00;40.79
2026.40;60.00;60.00;41.60
2026.50;60.76;60.00;40.96
2026.60;59.22;60.00;42.26
2026.70;58.87;60.00;42.56
2026.80;59.08;60.00;42.38
2026.90;60.48;60.00;41.21
2027.00;58.75;60.00;42.66
2027.10;59.09;60.00;42.39
2027.20;59.42;60.00;42.12
2027.30;60.14;60.00;41.52
2027.40;59.72;60.00;41.88
2027.50;60.93;60.00;40.86
2027.60;60.20;60.00;41.46
2027.70;60.16;60.00;41.49
2027.80;60.63;60.00;41.10
2027.90;60.82;60.00;40.94
2028.00;60.85;60.00;40.90
2028.10;59.41;60.00;42.10
2028.20;59.80;60.00;41.78
2028.30;60.95;60.00;40.81
2028.40;59.92;60.00;41.68
2028.50;60.95;60.00;40.81
2028.60;60.45;60.00;41.22
2028.70;59.04;60.00;42.41
2028.80;60.39;60.00;41.28
2028.90;58.85;60.00;42.57
2029.00;60.42;60.00;41.26
2029.10;59.74;60.00;41.83
2029.20;59.35;60.00;42.15
2029.30;58.71;60.00;42.70
2029.40;59.86;60.00;41.74
2029.50;59.79;60.00;41.80
2029.60;60.62;60.00;41.11
2029.70;59.82;60.00;41.77
2029.80;60.79;60.00;40.96
2029.90;59.69;60.00;41.88
2030.00;59.87;60.00;41.73
2030.10;59.10;60.00;42.38
2030.20;60.31;60.00;41.37
2030.30;61.03;60.00;40.76
2030.40;59.13;60.00;42.36
2030.50;60.32;60.00;41.36
2030.60;61.04;60.00;40.75
2030.70;59.92;60.00;41.68
2030.80;60.77;60.00;40.96
2030.90;61.07;60.00;40.71
2031.00;60.30;60.00;41.34
2031.10;58.99;60.00;42.45
2031.20;60.70;60.00;41.02
2031.30;59.22;60.00;42.26
2031.40;60.87;60.00;40.87
2031.50;60.71;60.00;41.01
2031.60;60.71;60.00;41.00
2031.70;58.76;60.00;42.63
2031.80;59.31;60.00;42.18
2031.90;58.85;60.00;42.57
2032.00;59.02;60.00;42.43
2032.10;59.40;60.00;42.13
2032.20;60.04;60.00;41.59
2032.30;60.71;60.00;41.03
2032.40;59.83;60.00;41.76
2032.50;59.30;60.00;42.21
2032.60;60.11;60.00;41.53
2032.70;59.59;60.00;41.97
2032.80;60.89;60.00;40.88
2032.90;60.99;60.00;40.79
2033.00;59.89;60.00;41.70
2033.10;60.81;60.00;40.93
2033.20;59.72;60.00;41.85
2033.30;61.08;60.00;40.70
2033.40;58.94;60.00;42.49
2033.50;60.58;60.00;41.12
2033.60;59.56;60.00;41.98
2033.70;60.21;60.00;41.43
2033.80;61.09;60.00;40.69
2033.90;59.18;60.00;42.29
2034.00;60.38;60.00;41.28
2034.10;59.21;60.00;42.27
2034.20;59.89;60.00;41.70
2034.30;60.55;60.00;41.14
2034.40;59.12;60.00;42.35
2034.50;60.77;60.00;40.97
2034.60;59.53;60.00;42.00
2034.70;60.54;60.00;41.16
2034.80;58.89;60.00;42.54
2034.90;59.89;60.00;41.71
2035.00;59.27;60.00;42.23
2035.10;59.88;60.00;41.72
2035.20;61.08;60.00;40.71
2035.30;59.07;60.00;42.39
2035.40;59.09;60.00;42.39
2035.50;58.78;60.00;42.65
2035.60;59.37;60.00;42.17
2035.70;60.26;60.00;41.42
2035.80;60.11;60.00;41.55
2035.90;59.48;60.00;42.08
2036.00;59.65;60.00;41.94
2036.10;59.82;60.00;41.80
2036.20;60.85;60.00;40.94
2036.30;59.58;60.00;41.99
2036.40;59.25;60.00;42.27
2036.50;59.33;60.00;42.22
2036.60;59.51;60.00;42.07
2036.70;61.21;60.00;40.64
2036.80;59.82;60.00;41.80
2036.90;60.38;60.00;41.33
2037.00;58.98;60.00;42.51
2037.10;60.96;60.00;40.85
2037.20;60.94;60.00;40.86
2037.30;59.06;60.00;42.43
2037.40;61.25;60.00;40.60
2037.50;61.18;60.00;40.65
2037.60;59.02;60.00;42.45
2037.70;60.53;60.00;41.20
2037.80;59.01;60.00;42.47
2037.90;60.06;60.00;41.59
2038.00;60.67;60.00;41.08
2038.10;61.25;60.00;40.59
2038.20;60.19;60.00;41.47
2038.30;60.36;60.00;41.32
2038.40;60.96;60.00;40.81
2038.50;59.08;60.00;42.39
2038.60;59.73;60.00;41.85
2038.70;60.33;60.00;41.35
2038.80;60.33;60.00;41.34
2038.90;59.76;60.00;41.82
2039.00;59.47;60.00;42.07
2039.10;60.25;60.00;41.42
2039.20;59.95;60.00;41.66
2039.30;60.84;60.00;40.92
2039.40;59.51;60.00;42.03
2039.50;60.92;60.00;40.85
2039.60;59.78;60.00;41.80
2039.70;60.94;60.00;40.82
2039.80;59.24;60.00;42.25
2039.90;60.90;60.00;40.85
2040.00;58.99;60.00;42.45
2040.10;60.72;60.00;41.01
2040.20;60.86;60.00;40.88
2040.30;60.04;60.00;41.57
2040.40;59.05;60.00;42.40
2040.50;60.47;60.00;41.21
2040.60;58.81;60.00;42.60
2040.70;59.47;60.00;42.06
2040.80;59.81;60.00;41.78
2040.90;59.03;60.00;42.43
2041.00;60.45;60.00;41.25
2041.10;60.65;60.00;41.07
2041.20;60.43;60.00;41.25
2041.30;58.84;60.00;42.59
2041.40;58.92;60.00;42.53
2041.50;60.91;60.00;40.87
2041.60;60.54;60.00;41.17
2041.70;60.36;60.00;41.32
2041.80;58.89;60.00;42.56
2041.90;59.82;60.00;41.78
2042.00;59.01;60.00;42.47
2042.10;60.13;60.00;41.53
2042.20;59.28;60.00;42.24
2042.30;59.89;60.00;41.74
2042.40;60.23;60.00;41.45
2042.50;60.01;60.00;41.63
2042.60;60.26;60.00;41.43
2042.70;58.99;60.00;42.49
2042.80;58.97;60.00;42.52
2042.90;60.81;60.00;40.97
2043.00;60.63;60.00;41.12
2043.10;60.87;60.00;40.91
2043.20;61.13;60.00;40.68
2043.30;59.62;60.00;41.95
2043.40;60.20;60.00;41.47
2043.50;60.58;60.00;41.14
2043.60;59.36;60.00;42.17
2043.70;60.64;60.00;41.09
2043.80;59.96;60.00;41.66
2043.90;60.13;60.00;41.51
2044.00;58.93;60.00;42.53
2044.10;60.85;60.00;40.92
2044.20;59.97;60.00;41.65
2044.30;59.14;60.00;42.35
2044.40;60.88;60.00;40.89
2044.50;61.13;60.00;40.67
2044.60;59.87;60.00;41.72
2044.70;61.14;60.00;40.66
2044.80;59.47;60.00;42.05
2044.90;59.46;60.00;42.07
2045.00;59.40;60.00;42.12
2045.10;59.60;60.00;41.96
2045.20;58.97;60.00;42.49
2045.30;59.76;60.00;41.84
2045.40;59.11;60.00;42.38
2045.50;59.00;60.00;42.48
2045.60;59.54;60.00;42.04
2045.70;60.73;60.00;41.04
2045.80;58.97;60.00;42.51
2045.90;58.86;60.00;42.62
2046.00;60.07;60.00;41.61
