Tempo (0.100 seg);PV;SP;MV
554.00;59.06;60.00;42.49
554.10;60.44;60.00;41.33
554.20;60.70;60.00;41.11
554.30;60.72;60.00;41.09
554.40;59.72;60.00;41.92
554.50;61.24;60.00;40.65
554.60;59.64;60.00;41.99
554.70;59.75;60.00;41.90
554.80;59.01;60.00;42.52
554.90;60.84;60.00;40.99
555.00;60.07;60.00;41.63
555.10;61.09;60.00;40.77
555.20;59.20;60.00;42.35
555.30;59.37;60.00;42.22
555.40;59.29;60.00;42.29
555.50;60.27;60.00;41.47
555.60;60.11;60.00;41.60
555.70;60.65;60.00;41.14
555.80;59.04;60.00;42.50
555.90;60.95;60.00;40.90
556.00;60.02;60.00;41.67
556.10;60.24;60.00;41.49
556.20;60.55;60.00;41.22
556.30;60.09;60.00;41.60
556.40;60.93;60.00;40.90
556.50;59.58;60.00;42.03
556.60;59.52;60.00;42.08
556.70;60.49;60.00;41.27
556.80;60.41;60.00;41.33
556.90;59.17;60.00;42.37
557.00;60.58;60.00;41.19
557.10;59.55;60.00;42.05
557.20;61.19;60.00;40.68
557.30;61.00;60.00;40.82
557.40;59.10;60.00;42.42
557.50;59.27;60.00;42.29
557.60;59.81;60.00;41.84
557.70;60.80;60.00;41.00
557.80;59.49;60.00;42.09
557.90;58.81;60.00;42.68
558.00;59.97;60.00;41.71
558.10;59.01;60.00;42.52
558.20;60.87;60.00;40.96
558.30;58.77;60.00;42.72
558.40;60.34;60.00;41.41
558.50;59.49;60.00;42.12
558.60;60.15;60.00;41.57
558.70;60.15;60.00;41.57
558.80;59.82;60.00;41.85
558.90;60.37;60.00;41.39
559.00;60.71;60.00;41.10
559.10;60.41;60.00;41.34
559.20;61.17;60.00;40.70
559.30;58.93;60.00;42.58
559.40;60.16;60.00;41.55
559.50;61.14;60.00;40.72
559.60;61.02;60.00;40.81
559.70;60.86;60.00;40.94
559.80;60.62;60.00;41.13
559.90;60.90;60.00;40.89
560.00;59.87;60.00;41.75
560.10;60.28;60.00;41.41
560.20;60.41;60.00;41.29
560.30;59.63;60.00;41.95
560.40;60.75;60.00;41.01
560.50;60.07;60.00;41.57
560.60;60.95;60.00;40.84
560.70;60.11;60.00;41.53
560.80;59.15;60.00;42.34
560.90;60.59;60.00;41.13
561.00;59.98;60.00;41.64
561.10;59.50;60.00;42.05
561.20;59.95;60.00;41.67
561.30;59.88;60.00;41.74
561.40;59.95;60.00;41.68
561.50;59.43;60.00;42.11
561.60;59.19;60.00;42.32
561.70;60.62;60.00;41.12
561.80;60.27;60.00;41.41
561.90;59.07;60.00;42.42
562.00;60.13;60.00;41.54
562.10;59.93;60.00;41.70
562.20;60.06;60.00;41.59
562.30;59.56;60.00;42.01
562.40;58.94;60.00;42.54
562.50;60.18;60.00;41.51
562.60;59.10;60.00;42.41
562.70;60.88;60.00;40.92
562.80;59.86;60.00;41.77
562.90;60.25;60.00;41.45
563.00;59.68;60.00;41.92
563.10;60.72;60.00;41.05
563.20;60.02;60.00;41.63
563.30;60.79;60.00;40.99
563.40;59.49;60.00;42.07
563.50;60.02;60.00;41.63
563.60;58.88;60.00;42.59
563.70;59.28;60.00;42.27
563.80;59.71;60.00;41.91
563.90;60.84;60.00;40.96
564.00;58.91;60.00;42.58
564.10;59.15;60.00;42.39
564.20;59.44;60.00;42.15
564.30;59.16;60.00;42.39
564.40;59.83;60.00;41.83
564.50;59.29;60.00;42.29
564.60;60.53;60.00;41.25
564.70;60.97;60.00;40.87
564.80;60.75;60.00;41.05
564.90;59.75;60.00;41.89
565.00;61.02;60.00;40.82
565.10;59.68;60.00;41.94
565.20;60.60;60.00;41.17
565.30;59.87;60.00;41.78
565.40;59.01;60.00;42.50
565.50;60.95;60.00;40.88
565.60;59.36;60.00;42.20
565.70;60.74;60.00;41.05
565.80;59.70;60.00;41.92
565.90;59.23;60.00;42.32
566.00;60.44;60.00;41.30
566.10;61.08;60.00;40.76
566.20;60.37;60.00;41.35
566.30;61.29;60.00;40.57
566.40;60.62;60.00;41.13
566.50;60.77;60.00;41.00
566.60;61.05;60.00;40.75
566.70;59.49;60.00;42.06
566.80;59.72;60.00;41.87
566.90;61.22;60.00;40.61
567.00;61.16;60.00;40.65
567.10;60.36;60.00;41.31
567.20;59.81;60.00;41.77
567.30;60.62;60.00;41.09
567.40;59.44;60.00;42.08
567.50;61.05;60.00;40.73
567.60;60.90;60.00;40.85
567.70;60.68;60.00;41.02
567.80;58.97;60.00;42.46
567.90;59.23;60.00;42.25
568.00;60.80;60.00;40.94
568.10;60.72;60.00;40.99
568.20;59.93;60.00;41.65
568.30;58.71;60.00;42.68
568.40;58.88;60.00;42.55
568.50;59.17;60.00;42.32
568.60;58.60;60.00;42.80
568.70;60.83;60.00;40.93
568.80;58.68;60.00;42.74
568.90;60.01;60.00;41.63
569.00;59.70;60.00;41.89
569.10;60.76;60.00;41.00
569.20;59.99;60.00;41.64
569.30;60.21;60.00;41.46
569.40;58.84;60.00;42.61
569.50;60.78;60.00;40.99
569.60;59.30;60.00;42.23
569.70;58.75;60.00;42.69
569.80;59.94;60.00;41.71
569.90;59.60;60.00;41.99
570.00;58.89;60.00;42.59
570.10;58.79;60.00;42.68
570.20;60.41;60.00;41.33
570.30;58.88;60.00;42.61
570.40;60.66;60.00;41.12
570.50;60.39;60.00;41.35
570.60;59.42;60.00;42.16
570.70;60.15;60.00;41.55
570.80;61.07;60.00;40.78
570.90;60.46;60.00;41.28
571.00;60.05;60.00;41.62
571.10;59.37;60.00;42.19
571.20;59.39;60.00;42.19
571.30;60.02;60.00;41.66
571.40;60.91;60.00;40.91
571.50;61.00;60.00;40.83
571.60;60.29;60.00;41.41
571.70;59.77;60.00;41.85
571.80;61.19;60.00;40.66
571.90;61.00;60.00;40.81
572.00;60.98;60.00;40.81
572.10;60.60;60.00;41.13
572.20;59.82;60.00;41.78
572.30;61.14;60.00;40.66
572.40;61.07;60.00;40.72
572.50;59.26;60.00;42.23
572.60;60.66;60.00;41.06
572.70;59.47;60.00;42.06
572.80;59.62;60.00;41.94
572.90;61.19;60.00;40.61
573.00;60.01;60.00;41.60
573.10;60.11;60.00;41.52
573.20;60.63;60.00;41.07
573.30;59.81;60.00;41.76
573.40;59.40;60.00;42.11
573.50;59.31;60.00;42.19
573.60;60.75;60.00;40.98
573.70;59.16;60.00;42.31
573.80;60.44;60.00;41.25
573.90;60.24;60.00;41.41
574.00;59.74;60.00;41.83
574.10;60.62;60.00;41.09
574.20;58.76;60.00;42.65
574.30;59.34;60.00;42.17
574.40;60.54;60.00;41.17
574.50;59.53;60.00;42.01
574.60;60.66;60.00;41.06
574.70;58.92;60.00;42.52
574.80;59.68;60.00;41.89
574.90;60.10;60.00;41.54
575.00;60.17;60.00;41.48
575.10;59.37;60.00;42.15
575.20;60.17;60.00;41.48
575.30;60.01;60.00;41.62
575.40;58.73;60.00;42.69
575.50;59.98;60.00;41.66
575.60;60.48;60.00;41.24
575.70;59.46;60.00;42.09
575.80;60.24;60.00;41.44
575.90;59.18;60.00;42.33
576.00;59.07;60.00;42.43
576.10;59.87;60.00;41.76
576.20;61.07;60.00;40.75
576.30;59.11;60.00;42.39
576.40;60.82;60.00;40.96
576.50;59.23;60.00;42.29
576.60;58.81;60.00;42.65
576.70;60.34;60.00;41.38
576.80;58.95;60.00;42.54
576.90;58.91;60.00;42.59
577.00;60.40;60.00;41.34
577.10;60.86;60.00;40.95
577.20;59.04;60.00;42.47
577.30;61.12;60.00;40.73
577.40;59.98;60.00;41.68
577.50;59.73;60.00;41.89
577.60;60.00;60.00;41.66
577.70;60.63;60.00;41.13
577.80;60.16;60.00;41.53
577.90;59.51;60.00;42.07
578.00;59.10;60.00;42.42
578.10;59.23;60.00;42.32
578.20;59.67;60.00;41.96
578.30;60.50;60.00;41.26
578.40;59.65;60.00;41.97
578.50;60.14;60.00;41.56
578.60;60.63;60.00;41.15
578.70;61.25;60.00;40.62
578.80;59.67;60.00;41.94
578.90;58.96;60.00;42.54
579.00;58.99;60.00;42.52
579.10;60.28;60.00;41.45
579.20;59.71;60.00;41.92
579.30;59.73;60.00;41.91
579.40;59.03;60.00;42.50
579.50;59.08;60.00;42.47
579.60;59.00;60.00;42.54
579.70;59.03;60.00;42.52
579.80;59.47;60.00;42.16
579.90;59.53;60.00;42.12
580.00;61.34;60.00;40.60
580.10;60.15;60.00;41.59
580.20;61.15;60.00;40.74
580.30;60.04;60.00;41.67
580.40;59.45;60.00;42.16
580.50;59.67;60.00;41.99
580.60;60.46;60.00;41.32
580.70;60.23;60.00;41.52
580.80;60.24;60.00;41.50
580.90;59.43;60.00;42.18
581.00;59.70;60.00;41.96
581.10;59.86;60.00;41.83
581.20;59.98;60.00;41.73
581.30;60.92;60.00;40.94
581.40;61.01;60.00;40.86
581.50;59.23;60.00;42.34
581.60;60.41;60.00;41.36
581.70;60.70;60.00;41.11
581.80;60.24;60.00;41.49
581.90;60.69;60.00;41.11
582.00;60.87;60.00;40.95
582.10;59.30;60.00;42.27
582.20;60.18;60.00;41.53
582.30;59.57;60.00;42.04
582.40;60.23;60.00;41.49
582.50;59.41;60.00;42.18
582.60;59.98;60.00;41.70
582.70;60.52;60.00;41.25
582.80;59.01;60.00;42.52
582.90;60.75;60.00;41.06
583.00;59.18;60.00;42.38
583.10;59.21;60.00;42.36
583.20;59.24;60.00;42.33
583.30;60.95;60.00;40.91
583.40;59.37;60.00;42.23
583.50;58.88;60.00;42.65
583.60;59.65;60.00;42.01
583.70;60.22;60.00;41.53
583.80;58.89;60.00;42.65
583.90;59.49;60.00;42.15
584.00;60.54;60.00;41.27
584.10;60.17;60.00;41.58
584.20;59.60;60.00;42.06
584.30;60.24;60.00;41.52
584.40;59.36;60.00;42.26
584.50;59.25;60.00;42.36
584.60;59.49;60.00;42.16
584.70;61.04;60.00;40.86
584.80;60.69;60.00;41.15
584.90;58.98;60.00;42.58
585.00;59.78;60.00;41.92
585.10;60.48;60.00;41.33
585.20;60.10;60.00;41.65
585.30;59.75;60.00;41.94
585.40;60.24;60.00;41.53
585.50;60.05;60.00;41.68
585.60;59.26;60.00;42.35
585.70;60.22;60.00;41.55
585.80;59.35;60.00;42.28
585.90;60.04;60.00;41.71
586.00;59.66;60.00;42.02
586.10;60.47;60.00;41.35
586.20;59.54;60.00;42.12
586.30;59.16;60.00;42.45
586.40;61.27;60.00;40.68
586.50;59.39;60.00;42.25
586.60;60.48;60.00;41.34
586.70;60.40;60.00;41.40
586.80;61.28;60.00;40.66
586.90;60.51;60.00;41.30
587.00;59.72;60.00;41.96
587.10;61.33;60.00;40.61
587.20;60.27;60.00;41.48
587.30;60.04;60.00;41.68
587.40;60.69;60.00;41.13
587.50;60.19;60.00;41.55
587.60;61.28;60.00;40.62
587.70;60.22;60.00;41.51
587.80;59.34;60.00;42.25
587.90;61.02;60.00;40.84
588.00;59.51;60.00;42.10
588.10;60.16;60.00;41.56
588.20;59.64;60.00;41.99
588.30;60.87;60.00;40.96
588.40;60.90;60.00;40.93
588.50;59.85;60.00;41.80
588.60;60.48;60.00;41.28
588.70;59.92;60.00;41.74
588.80;60.10;60.00;41.59
588.90;60.83;60.00;40.98
589.00;59.43;60.00;42.15
589.10;61.00;60.00;40.83
589.20;59.26;60.00;42.28
589.30;60.88;60.00;40.93
589.40;59.10;60.00;42.42
589.50;60.80;60.00;40.99
589.60;60.78;60.00;41.00
589.70;59.84;60.00;41.79
589.80;59.32;60.00;42.23
589.90;59.34;60.00;42.22
590.00;60.05;60.00;41.63
590.10;59.47;60.00;42.12
590.20;58.96;60.00;42.55
590.30;58.69;60.00;42.79
590.40;60.01;60.00;41.68
590.50;59.87;60.00;41.80
590.60;60.39;60.00;41.37
590.70;60.72;60.00;41.08
590.80;59.48;60.00;42.12
590.90;59.72;60.00;41.92
591.00;59.66;60.00;41.98
591.10;58.95;60.00;42.58
591.20;60.77;60.00;41.06
591.30;60.11;60.00;41.60
591.40;60.72;60.00;41.09
591.50;60.43;60.00;41.32
591.60;60.59;60.00;41.19
591.70;60.25;60.00;41.47
591.80;61.18;60.00;40.68
591.90;58.90;60.00;42.60
592.00;60.55;60.00;41.21
592.10;59.36;60.00;42.21
592.20;59.72;60.00;41.92
592.30;59.33;60.00;42.25
592.40;60.77;60.00;41.04
592.50;59.83;60.00;41.83
592.60;58.84;60.00;42.66
592.70;60.91;60.00;40.92
592.80;61.00;60.00;40.85
592.90;59.79;60.00;41.86
593.00;60.68;60.00;41.11
593.10;60.47;60.00;41.28
593.20;59.35;60.00;42.21
593.30;58.94;60.00;42.56
593.40;60.36;60.00;41.38
593.50;59.48;60.00;42.12
593.60;60.83;60.00;40.98
593.70;60.97;60.00;40.86
593.80;58.82;60.00;42.66
593.90;60.65;60.00;41.14
594.00;59.66;60.00;41.96
594.10;60.59;60.00;41.18
594.20;59.05;60.00;42.47
594.30;61.02;60.00;40.82
594.40;60.12;60.00;41.57
594.50;60.60;60.00;41.16
594.60;59.94;60.00;41.71
594.70;60.71;60.00;41.07
594.80;59.14;60.00;42.38
594.90;59.25;60.00;42.29
595.00;60.03;60.00;41.65
595.10;61.09;60.00;40.76
595.20;60.24;60.00;41.46
595.30;60.41;60.00;41.31
595.40;58.83;60.00;42.65
595.50;60.77;60.00;41.02
595.60;60.70;60.00;41.07
595.70;59.28;60.00;42.26
595.80;59.83;60.00;41.80
595.90;60.92;60.00;40.89
596.00;58.99;60.00;42.50
596.10;60.54;60.00;41.21
596.20;59.00;60.00;42.50
596.30;59.27;60.00;42.28
596.40;59.08;60.00;42.44
596.50;60.34;60.00;41.39
596.60;61.07;60.00;40.78
596.70;59.68;60.00;41.94
596.80;61.10;60.00;40.74
596.90;60.98;60.00;40.84
597.00;59.25;60.00;42.29
597.10;59.28;60.00;42.26
597.20;59.81;60.00;41.83
597.30;60.18;60.00;41.52
597.40;60.34;60.00;41.38
597.50;60.48;60.00;41.26
597.60;61.12;60.00;40.72
597.70;61.13;60.00;40.70
597.80;60.38;60.00;41.32
597.90;61.06;60.00;40.75
598.00;58.87;60.00;42.58
598.10;60.61;60.00;41.13
598.20;59.44;60.00;42.11
598.30;60.59;60.00;41.14
598.40;59.98;60.00;41.65
598.50;60.41;60.00;41.28
598.60;60.23;60.00;41.44
598.70;59.14;60.00;42.36
598.80;60.26;60.00;41.42
598.90;59.43;60.00;42.11
599.00;60.51;60.00;41.21
599.10;60.39;60.00;41.30
599.20;59.17;60.00;42.33
599.30;59.40;60.00;42.14
599.40;60.33;60.00;41.36
599.50;59.87;60.00;41.75
599.60;61.02;60.00;40.79
599.70;60.72;60.00;41.03
599.80;60.67;60.00;41.06
599.90;59.09;60.00;42.39
600.00;60.02;60.00;41.61
600.10;60.23;60.00;41.44
600.20;60.27;60.00;41.40
600.30;60.09;60.00;41.55
600.40;59.82;60.00;41.78
600.50;60.49;60.00;41.22
600.60;60.50;60.00;41.20
600.70;59.57;60.00;41.98
600.80;60.13;60.00;41.51
600.90;59.51;60.00;42.03
601.00;59.04;60.00;42.43
601.10;59.33;60.00;42.19
601.20;60.93;60.00;40.86
601.30;59.16;60.00;42.34
601.40;60.95;60.00;40.83
601.50;59.46;60.00;42.08
601.60;60.15;60.00;41.51
601.70;58.71;60.00;42.72
601.80;59.45;60.00;42.10
601.90;60.67;60.00;41.09
602.00;59.38;60.00;42.17
602.10;59.93;60.00;41.71
602.20;60.47;60.00;41.25
602.30;58.92;60.00;42.55
602.40;60.63;60.00;41.12
602.50;59.75;60.00;41.85
602.60;60.10;60.00;41.57
602.70;58.96;60.00;42.52
602.80;59.20;60.00;42.33
602.90;61.15;60.00;40.69
603.00;59.41;60.00;42.15
603.10;60.39;60.00;41.33
603.20;60.21;60.00;41.48
603.30;59.95;60.00;41.69
603.40;60.27;60.00;41.43
603.50;59.36;60.00;42.19
603.60;60.28;60.00;41.42
603.70;59.90;60.00;41.74
603.80;60.69;60.00;41.07
603.90;60.50;60.00;41.23
604.00;60.33;60.00;41.37
604.10;59.64;60.00;41.94
604.20;59.58;60.00;42.00
604.30;59.39;60.00;42.16
604.40;60.95;60.00;40.86
604.50;60.95;60.00;40.85
604.60;60.31;60.00;41.38
604.70;61.10;60.00;40.71
604.80;58.92;60.00;42.54
604.90;59.29;60.00;42.23
605.00;59.39;60.00;42.16
605.10;59.49;60.00;42.08
605.20;60.09;60.00;41.58
605.30;61.04;60.00;40.78
605.40;60.56;60.00;41.17
605.50;59.83;60.00;41.78
605.60;59.82;60.00;41.79
605.70;59.98;60.00;41.66
605.80;59.00;60.00;42.48
605.90;60.87;60.00;40.92
606.00;60.96;60.00;40.83
606.10;59.56;60.00;42.01
606.20;60.44;60.00;41.26
606.30;60.84;60.00;40.93
606.40;59.34;60.00;42.18
606.50;59.31;60.00;42.22
606.60;60.89;60.00;40.89
606.70;59.07;60.00;42.41
606.80;59.66;60.00;41.92
606.90;60.61;60.00;41.13
607.00;58.90;60.00;42.56
607.10;59.98;60.00;41.66
607.20;59.02;60.00;42.47
607.30;60.67;60.00;41.09
607.40;59.60;60.00;41.98
607.50;60.53;60.00;41.20
607.60;60.59;60.00;41.15
607.70;60.95;60.00;40.85
607.80;60.83;60.00;40.93
607.90;59.32;60.00;42.20
608.00;59.83;60.00;41.77
608.10;58.97;60.00;42.50
608.20;59.82;60.00;41.79
608.30;61.05;60.00;40.76
608.40;60.82;60.00;40.94
608.50;59.44;60.00;42.10
608.60;58.85;60.00;42.60
608.70;59.60;60.00;41.98
608.80;60.49;60.00;41.23
608.90;59.34;60.00;42.20
609.00;60.34;60.00;41.36
609.10;59.70;60.00;41.89
609.20;60.50;60.00;41.22
609.30;59.24;60.00;42.28
609.40;60.75;60.00;41.02
609.50;60.20;60.00;41.47
609.60;58.82;60.00;42.64
609.70;60.58;60.00;41.16
609.80;60.28;60.00;41.41
609.90;59.15;60.00;42.36
610.00;59.49;60.00;42.08
610.10;60.62;60.00;41.14
610.20;59.50;60.00;42.07
610.30;59.04;60.00;42.46
610.40;59.83;60.00;41.81
610.50;59.55;60.00;42.04
610.60;59.83;60.00;41.81
610.70;60.28;60.00;41.44
610.80;60.46;60.00;41.28
610.90;60.61;60.00;41.15
611.00;60.46;60.00;41.27
611.10;59.47;60.00;42.10
611.20;59.99;60.00;41.67
611.30;60.68;60.00;41.08
611.40;59.07;60.00;42.43
611.50;59.91;60.00;41.74
611.60;60.52;60.00;41.22
611.70;60.20;60.00;41.49
611.80;61.01;60.00;40.80
611.90;60.61;60.00;41.14
612.00;60.24;60.00;41.44
612.10;58.96;60.00;42.51
612.20;61.25;60.00;40.60
612.30;59.99;60.00;41.64
612.40;59.33;60.00;42.20
612.50;59.19;60.00;42.33
612.60;61.03;60.00;40.79
612.70;59.54;60.00;42.03
612.80;59.91;60.00;41.72
612.90;59.10;60.00;42.40
613.00;59.62;60.00;41.97
613.10;60.55;60.00;41.19
613.20;60.34;60.00;41.37
613.30;61.15;60.00;40.68
613.40;59.40;60.00;42.15
613.50;60.97;60.00;40.83
613.60;60.26;60.00;41.42
613.70;61.07;60.00;40.73
613.80;60.17;60.00;41.48
613.90;59.52;60.00;42.03
614.00;59.86;60.00;41.74
614.10;58.75;60.00;42.68
614.20;59.74;60.00;41.86
614.30;60.07;60.00;41.58
614.40;60.55;60.00;41.18
614.50;59.68;60.00;41.91
614.60;60.70;60.00;41.05
614.70;59.42;60.00;42.13
614.80;59.79;60.00;41.82
614.90;59.78;60.00;41.83
615.00;59.28;60.00;42.25
615.10;59.09;60.00;42.41
615.20;59.16;60.00;42.36
615.30;59.03;60.00;42.48
615.40;59.47;60.00;42.12
615.50;60.48;60.00;41.27
615.60;59.45;60.00;42.13
615.70;60.97;60.00;40.86
615.80;59.83;60.00;41.81
615.90;60.27;60.00;41.44
616.00;59.53;60.00;42.06
616.10;60.35;60.00;41.38
616.20;60.83;60.00;40.97
616.30;60.24;60.00;41.46
616.40;61.24;60.00;40.62
616.50;59.58;60.00;42.00
616.60;58.97;60.00;42.52
616.70;60.55;60.00;41.20
616.80;58.96;60.00;42.53
616.90;59.19;60.00;42.35
617.00;59.34;60.00;42.23
617.10;60.36;60.00;41.38
617.20;59.38;60.00;42.19
617.30;60.27;60.00;41.46
617.40;60.55;60.00;41.22
617.50;61.03;60.00;40.80
617.60;59.33;60.00;42.22
617.70;59.92;60.00;41.73
617.80;60.27;60.00;41.44
617.90;59.76;60.00;41.87
618.00;60.86;60.00;40.94
618.10;61.14;60.00;40.70
618.20;59.55;60.00;42.03
618.30;60.64;60.00;41.12
618.40;60.10;60.00;41.57
618.50;61.06;60.00;40.76
618.60;59.13;60.00;42.37
618.70;60.62;60.00;41.13
618.80;59.79;60.00;41.82
618.90;60.16;60.00;41.51
619.00;59.65;60.00;41.94
619.10;60.73;60.00;41.03
619.20;59.85;60.00;41.76
619.30;60.99;60.00;40.81
619.40;60.85;60.00;40.92
619.50;60.36;60.00;41.32
619.60;60.64;60.00;41.09
619.70;61.02;60.00;40.76
619.80;60.82;60.00;40.92
619.90;59.80;60.00;41.77
620.00;59.76;60.00;41.81
620.10;60.00;60.00;41.61
620.20;60.98;60.00;40.78
620.30;59.62;60.00;41.92
620.40;60.53;60.00;41.16
620.50;59.14;60.00;42.32
620.60;59.32;60.00;42.17
620.70;60.87;60.00;40.88
620.80;60.77;60.00;40.95
620.90;58.72;60.00;42.68
621.00;59.96;60.00;41.64
621.10;58.74;60.00;42.67
621.20;60.32;60.00;41.35
621.30;58.60;60.00;42.79
621.40;60.56;60.00;41.15
621.50;58.54;60.00;42.85
621.60;60.83;60.00;40.93
621.70;59.71;60.00;41.87
621.80;58.61;60.00;42.80
621.90;58.89;60.00;42.58
622.00;60.44;60.00;41.28
622.10;58.93;60.00;42.55
622.20;59.60;60.00;42.00
622.30;59.64;60.00;41.96
622.40;59.88;60.00;41.77
622.50;59.22;60.00;42.32
622.60;60.71;60.00;41.07
622.70;60.96;60.00;40.85
622.80;61.02;60.00;40.80
622.90;58.90;60.00;42.58
623.00;60.61;60.00;41.14
623.10;60.77;60.00;41.00
623.20;60.16;60.00;41.51
623.30;60.78;60.00;40.99
623.40;58.98;60.00;42.50
623.50;60.06;60.00;41.60
623.60;59.96;60.00;41.68
623.70;60.57;60.00;41.17
623.80;60.56;60.00;41.17
623.90;59.52;60.00;42.04
624.00;59.55;60.00;42.02
624.10;60.04;60.00;41.61
624.20;60.52;60.00;41.20
624.30;59.74;60.00;41.86
624.40;60.85;60.00;40.93
624.50;59.90;60.00;41.72
624.60;60.50;60.00;41.21
624.70;60.03;60.00;41.61
624.80;59.89;60.00;41.73
624.90;59.33;60.00;42.20
625.00;60.76;60.00;41.00
625.10;59.11;60.00;42.38
625.20;61.02;60.00;40.78
625.30;60.28;60.00;41.39
625.40;60.82;60.00;40.94
625.50;60.89;60.00;40.87
625.60;61.05;60.00;40.73
625.70;60.13;60.00;41.50
625.80;59.89;60.00;41.70
625.90;59.32;60.00;42.18
626.00;60.84;60.00;40.90
626.10;60.33;60.00;41.33
626.20;60.81;60.00;40.92
626.30;60.25;60.00;41.38
626.40;59.16;60.00;42.30
626.50;60.86;60.00;40.87
626.60;59.92;60.00;41.66
626.70;59.24;60.00;42.24
626.80;58.88;60.00;42.54
626.90;60.86;60.00;40.89
627.00;58.61;60.00;42.77
627.10;58.88;60.00;42.55
627.20;59.62;60.00;41.94
627.30;60.59;60.00;41.13
627.40;58.77;60.00;42.66
627.50;58.79;60.00;42.65
627.60;60.11;60.00;41.55
627.70;58.78;60.00;42.67
627.80;60.76;60.00;41.01
627.90;60.13;60.00;41.53
628.00;60.67;60.00;41.08
628.10;59.94;60.00;41.68
628.20;59.54;60.00;42.02
628.30;58.91;60.00;42.56
628.40;61.00;60.00;40.81
628.50;60.95;60.00;40.84
628.60;60.88;60.00;40.89
628.70;60.23;60.00;41.43
628.80;59.25;60.00;42.25
628.90;60.19;60.00;41.47
629.00;59.68;60.00;41.90
629.10;59.81;60.00;41.79
629.20;60.62;60.00;41.12
629.30;60.16;60.00;41.49
629.40;59.02;60.00;42.45
629.50;61.21;60.00;40.62
629.60;60.03;60.00;41.60
629.70;59.89;60.00;41.72
629.80;58.81;60.00;42.62
629.90;59.07;60.00;42.41
630.00;59.42;60.00;42.13
630.10;58.89;60.00;42.58
630.20;59.41;60.00;42.15
630.30;60.26;60.00;41.45
630.40;59.09;60.00;42.43
630.50;60.71;60.00;41.07
630.60;58.93;60.00;42.56
630.70;58.96;60.00;42.55
630.80;59.66;60.00;41.97
630.90;59.22;60.00;42.34
631.00;60.89;60.00;40.94
631.10;59.34;60.00;42.24
631.20;59.76;60.00;41.89
631.30;60.41;60.00;41.35
631.40;60.88;60.00;40.94
631.50;59.32;60.00;42.25
631.60;59.45;60.00;42.15
631.70;60.58;60.00;41.20
631.80;60.60;60.00;41.18
631.90;60.42;60.00;41.32
632.00;59.50;60.00;42.10
632.10;60.12;60.00;41.58
632.20;60.89;60.00;40.93
632.30;60.21;60.00;41.50
632.40;59.06;60.00;42.46
632.50;60.01;60.00;41.67
632.60;60.40;60.00;41.34
632.70;61.24;60.00;40.63
632.80;61.29;60.00;40.58
632.90;60.26;60.00;41.43
633.00;59.77;60.00;41.85
633.10;60.25;60.00;41.44
633.20;60.51;60.00;41.22
633.30;60.28;60.00;41.41
633.40;59.31;60.00;42.23
633.50;60.88;60.00;40.91
633.60;61.22;60.00;40.61
633.70;61.20;60.00;40.62
633.80;59.89;60.00;41.71
633.90;59.62;60.00;41.94
634.00;59.67;60.00;41.91
634.10;60.61;60.00;41.11
634.20;59.81;60.00;41.78
634.30;60.07;60.00;41.57
634.40;59.54;60.00;42.01
634.50;58.75;60.00;42.68
634.60;59.51;60.00;42.05
634.70;60.35;60.00;41.35
634.80;59.80;60.00;41.81
634.90;59.53;60.00;42.04
635.00;59.95;60.00;41.68
635.10;59.27;60.00;42.26
635.20;59.96;60.00;41.69
635.30;59.08;60.00;42.43
635.40;59.40;60.00;42.16
635.50;59.90;60.00;41.75
635.60;58.84;60.00;42.65
635.70;58.95;60.00;42.56
635.80;59.34;60.00;42.24
635.90;59.63;60.00;42.00
636.00;59.37;60.00;42.22
636.10;59.68;60.00;41.96
636.20;59.45;60.00;42.17
636.30;59.27;60.00;42.32
636.40;60.99;60.00;40.88
636.50;59.56;60.00;42.07
636.60;60.64;60.00;41.17
636.70;61.24;60.00;40.66
636.80;61.10;60.00;40.76
636.90;61.27;60.00;40.61
637.00;59.86;60.00;41.79
637.10;59.23;60.00;42.32
637.20;59.86;60.00;41.80
637.30;60.12;60.00;41.58
637.40;60.25;60.00;41.47
637.50;60.90;60.00;40.92
637.60;60.46;60.00;41.28
637.70;61.18;60.00;40.68
637.80;60.01;60.00;41.64
637.90;60.02;60.00;41.64
638.00;59.75;60.00;41.86
638.10;60.49;60.00;41.24
638.20;59.56;60.00;42.03
638.30;60.28;60.00;41.42
638.40;60.00;60.00;41.65
638.50;59.10;60.00;42.41
638.60;60.54;60.00;41.21
638.70;59.95;60.00;41.70
638.80;59.22;60.00;42.31
638.90;60.20;60.00;41.50
639.00;60.33;60.00;41.38
639.10;60.73;60.00;41.05
639.20;59.56;60.00;42.03
639.30;59.12;60.00;42.40
639.40;59.83;60.00;41.81
639.50;60.57;60.00;41.19
639.60;59.60;60.00;42.00
639.70;59.63;60.00;41.98
639.80;58.81;60.00;42.67
639.90;59.44;60.00;42.15
640.00;60.31;60.00;41.42
640.10;58.78;60.00;42.71
640.20;60.80;60.00;41.02
640.30;60.21;60.00;41.51
640.40;59.91;60.00;41.76
640.50;59.88;60.00;41.78
640.60;61.16;60.00;40.71
640.70;58.88;60.00;42.62
640.80;61.01;60.00;40.84
640.90;60.36;60.00;41.37
641.00;60.87;60.00;40.94
641.10;60.06;60.00;41.62
641.20;61.13;60.00;40.71
